"","PROVIDER_NUMBER","HOSPITAL","TACMIV31"
"398",50435,"FALLBROOK HOSPITAL",1.240398756
"399",50438,"HUNTINGTON MEMORIAL HOSPITAL",1.685253771
"400",50441,"STANFORD HOSPITAL",2.148927251
"401",50444,"MERCY MEDICAL CENTER",1.513708084
"402",50448,"RIDGECREST REGIONAL HOSPITAL",1.217067428
"403",50454,"UCSF MEDICAL CENTER",2.262219837
"404",50455,"SAN JOAQUIN COMMUNITY HOSPITAL",1.566983914
"405",50457,"ST MARY'S MEDICAL CENTER",1.819972581
"406",50464,"DOCTORS MEDICAL CENTER",1.790300283
"407",50468,"MEMORIAL HOSPITAL OF GARDENA",1.640380621
"408",50471,"GOOD SAMARITAN HOSPITAL",1.909359223
"409",50481,"WEST HILLS HOSPITAL & MEDICAL CENTER",1.772912939
"410",50485,"LONG BEACH MEMORIAL MEDICAL CENTER",1.734224187
"411",50488,"EDEN MEDICAL CENTER",1.551156133
"412",50492,"CLOVIS COMMUNITY MEDICAL CENTER",1.5591088
"413",50496,"JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS",1.8425816
"414",50498,"SUTTER AUBURN FAITH HOSPITAL",1.460594666
"415",50502,"SAINT VINCENT MEDICAL CENTER",1.823995336
"416",50503,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",1.68854187
"417",50506,"SIERRA VISTA REGIONAL MEDICAL CENTER",1.584257457
"418",50510,"KAISER FOUNDATION HOSPITAL",1.460767822
"419",50512,"KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD",1.677559668
"420",50515,"KAISER FOUNDATION HOSPITAL - SAN DIEGO",1.38601297
"421",50516,"MERCY SAN JUAN MEDICAL CENTER",1.684725566
"422",50517,"VICTOR VALLEY COMMUNITY HOSPITAL",1.369344681
"423",50523,"SUTTER DELTA MEDICAL CENTER",1.392254687
"424",50526,"HUNTINGTON BEACH HOSPITAL",1.707713981
"425",50528,"MEMORIAL HOSPITAL LOS BANOS",1.137697082
"426",50531,"BELLFLOWER MEDICAL CENTER",1.224410542
"427",50534,"""JOHN F KENNEDY MEMORIAL HOSPITAL, INC""",1.644508687
"428",50537,"SUTTER DAVIS HOSPITAL",1.553165208
"429",50541,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY",1.78430373
"430",50543,"COLLEGE HOSPITAL COSTA MESA",0.844313318
"431",50545,"LANTERMAN DEVELOPMENTAL CENTER",0.778858989
"432",50546,"PORTERVILLE DEVELOPMENTAL CENTER",0.780415447
"433",50547,"SONOMA DEVELOPMENTAL CENTER",0.946143558
"434",50548,"FAIRVIEW DEVELOPMENTAL CENTER",0.850059376
"435",50549,"LOS ROBLES HOSPITAL & MEDICAL CENTER",1.741354988
"436",50551,"LOS ALAMITOS MEDICAL CENTER",1.438093061
"437",50552,"MOTION PICTURE & TELEVISION HOSPITAL",1.012200519
"438",50557,"MEMORIAL  MEDICAL CENTER",1.637877736
"439",50561,"KAISER FOUNDATION HOSPITAL - WEST LA",1.683405324
"440",50567,"MISSION HOSPITAL REGIONAL MED CENTER",1.643340475
"441",50568,"MADERA COMMUNITY HOSPITAL",1.190445307
"442",50570,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER",1.69465596
"443",50573,"EISENHOWER MEDICAL CENTER",1.669065058
"444",50575,"TRI-CITY REGIONAL MEDICAL CENTER",1.670355987
"445",50580,"LA PALMA INTERCOMMUNITY HOSPITAL",1.522552531
"446",50581,"LAKEWOOD REGIONAL MEDICAL CENTER",1.535124166
"447",50586,"CHINO VALLEY MEDICAL CENTER",1.476431021
"448",50588,"SAN DIMAS COMMUNITY HOSPITAL",1.413827649
"449",50589,"PLACENTIA LINDA HOSPITAL",1.33407478
"450",50590,"METHODIST HOSPITAL OF SACRAMENTO",1.635295863
"451",50597,"FOOTHILL PRESBYTERIAN HOSPITAL",1.5255695
"452",50599,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER",1.916798435
"453",50603,"SADDLEBACK MEMORIAL MEDICAL CENTER",1.585642827
"454",50604,"KAISER FOUNDATION HOSPITAL-SAN JOSE",1.619485308
"455",50608,"DELANO REGIONAL MEDICAL CENTER",1.396139649
"456",50609,"KAISER FOUNDATION HOSPITAL ANAHEIM",1.475973313
"457",50616,"ST JOHNS PLEASANT VALLEY HOSPITAL",1.375331795
"458",50618,"BEAR VALLEY COMMUNITY HOSPITAL",1.013600147
"459",50624,"HENRY MAYO NEWHALL MEMORIAL HOSPITAL",1.620220328
"460",50625,"CEDARS-SINAI MEDICAL CENTER",1.93749002
"461",50633,"TWIN CITIES COMMUNITY HOSPITAL",1.235446391
"462",50636,"POMERADO HOSPITAL",1.64261387
"463",50641,"EAST LOS ANGELES DOCTORS HOSPITAL",1.461033465
"464",50644,"LOS ANGELES METROPOLITAN MEDICAL CTR",1.257092665
"465",50663,"LOS ANGELES COMMUNITY HOSPITAL",1.501772536
"466",50668,"LAGUNA HONDA HOSPITAL & REHABILITATION CENTER",1.026840469
"467",50674,"KAISER FOUNDATION HOSP SO SACRAMENTO",1.573419062
"468",50677,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS",1.463739756
"469",50678,"ORANGE COAST MEMORIAL MEDICAL CENTER",1.542414898
"470",50684,"MENIFEE VALLEY MEDICAL CENTER",1.328220189
"471",50686,"""KAISER FOUNDATION HOSPITAL, RIVERSIDE""",1.568938058
"472",50688,"SAINT LOUISE REGIONAL HOSPITAL",1.502181543
"473",50689,"SAN RAMON REGIONAL MEDICAL CTR",1.527887061
"474",50690,"KAISER FOUNDATION HOSPITAL-SANTA ROSA",1.525078196
"475",50696,"USC UNIVERSITY HOSPITAL",2.819842035
"476",50697,"PATIENTS' HOSPITAL OF REDDING",1.502093651
"477",50701,"SOUTHWEST HEALTHCARE SYSTEM",1.439448496
"478",50704,"MISSION COMMUNITY HOSPITAL - PANORAMA",1.439104824
"479",50708,"FRESNO SURGICAL HOSPITAL",2.106218853
"480",50709,"DESERT VALLEY HOSPITAL",1.464626699
"481",50710,"KAISER FOUNDATION HOSPITAL - FRESNO",1.698599219
"482",50714,"SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ",1.890360359
"483",50717,"LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR",1.86344532
"484",50723,"KAISER FOUNDATION HOSPITAL - BALDWIN PARK",1.554962318
"485",50724,"BAKERSFIELD HEART HOSPITAL",1.806522136
"486",50726,"STANISLAUS SURGICAL HOSPITAL",2.059589827
"487",50727,"COMMUNITY HOSPITAL OF LONG BEACH",1.379029723
"488",50732,"FRESNO HEART AND SURGICAL HOSPITAL",2.411401601
"489",50735,"WHITTIER HOSPITAL MEDICAL CENTER",1.395072367
"490",50736,"MONTEREY PARK HOSPITAL",1.341713081
"491",50737,"GARFIELD MEDICAL CENTER",1.702932479
"492",50738,"GREATER EL MONTE COMMUNITY HOSPITAL",1.516161941
"493",50739,"CENTINELA HOSPITAL MEDICAL CENTER",1.701235749
"494",50740,"MARINA DEL REY HOSPITAL",1.795810963
"495",50742,"OLYMPIA MEDICAL CENTER",1.68392477
"496",50744,"WESTERN MEDICAL CENTER HOSP ANAHEIM",2.267046953
"497",50745,"CHAPMAN MEDICAL CENTER",1.739787948
"498",50746,"WESTERN MEDICAL CENTER SANTA ANA",1.964760725
"499",50747,"COASTAL COMMUNITIES HOSPITAL",1.58515669
"500",50748,"KAISER FOUNDATION HOSPITAL MANTECA",1.752537293
"501",50749,"THOUSAND OAKS SURGICAL HOSPITAL",2.343365989
"502",50751,"MIRACLE MILE MEDICAL CENTER",2.415265517
"503",50752,"BROTMAN MEDICAL CENTER",1.358469627
"504",50754,"MENLO PARK SURGICAL HOSPITAL",1.783396296
"505",50755,"SHERMAN OAKS HOSPITAL",1.639632332
"506",50757,"ALVARADO HOSPITAL",1.744083212
"507",50758,"MONTCLAIR HOSPITAL MEDICAL CENTER",1.331554177
"508",50760,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1.566214338
"509",50761,"PROVIDENCE TARZANA MEDICAL CENTER",1.618617876
"510",50763,"SILVER LAKE MEDICAL CENTER",1.148030663
"511",50764,"SHASTA REGIONAL MEDICAL CENTER",1.705676108
"512",50765,"KAISER FOUNDATION HOSPITAL-MORENO VALLEY",1.107703407
"513",50766,"SUTTER SURGICAL HOSPITAL - NORTH VALLEY",2.085418033
"514",50767,"KAISER FOUNDATION HOSPITAL - VACAVILLE",1.636949657
"515",50768,"ANAHEIM GENERAL HOSPITAL",1.286686587
"516",50769,NA,2.471102441
"517",50770,NA,1.371652907
"518",50771,NA,1.56246955
"519",50772,NA,1.66998308
"520",50773,NA,1.469791677
"521",60001,"NORTH COLORADO MEDICAL CENTER",1.581772895
"522",60003,"LONGMONT UNITED HOSPITAL",1.532429024
"523",60004,"PLATTE VALLEY MEDICAL CENTER",1.337806872
"524",60006,"MONTROSE MEMORIAL HOSPITAL",1.330451993
"525",60008,"SAN LUIS VALLEY REGIONAL MEDICAL CENTER",1.24186344
"526",60009,"EXEMPLA LUTHERAN MEDICAL CENTER",1.585212851
"527",60010,"POUDRE VALLEY HOSPITAL",1.615767587
"528",60011,"DENVER HEALTH MEDICAL CENTER",1.802721541
"529",60012,"CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER",1.46789237
"530",60013,"MERCY REGIONAL MEDICAL CENTER",1.751598002
"531",60014,"PRESBYTERIAN/ST LUKE'S MEDICAL CENTER",2.105501961
"532",60015,"CENTURA HEALTH-ST ANTHONY CENTRAL HOSPITAL",1.924838331
"533",60016,"CENTURA HEALTH-ST THOMAS MORE HOSP & PROG CARE CTR",1.293123776
"534",60020,"PARKVIEW MEDICAL CENTER INC",1.747786725
"535",60022,"MEMORIAL HOSPITAL CENTRAL",1.729534529
"536",60023,"ST MARY'S HOSPITAL AND MEDICAL CENTER",1.811817685
"537",60024,"UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT",1.918344044
"538",60027,"BOULDER COMMUNITY HOSPITAL",1.687725867
"539",60028,"EXEMPLA SAINT JOSEPH HOSPITAL",1.743954023
"540",60030,"MCKEE MEDICAL CENTER",1.536658641
"541",60031,"CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES",1.592139387
"542",60032,"ROSE MEDICAL CENTER",1.729026565
"543",60034,"SWEDISH MEDICAL CENTER",1.726291377
"544",60036,"ARKANSAS VALLEY REGIONAL MEDICAL CENTER",1.217134413
"545",60043,"KEEFE MEMORIAL HOSPITAL",0.920027083
"546",60044,"COLORADO PLAINS MEDICAL CENTER",1.292731423
"547",60049,"YAMPA VALLEY MEDICAL CENTER",1.577319758
"548",60054,"COMMUNITY HOSPITAL",1.549315861
"549",60064,"CENTURA HEALTH-PORTER ADVENTIST HOSPITAL",2.049748737
"550",60065,"NORTH SUBURBAN MEDICAL CENTER",1.563503212
"551",60071,"DELTA COUNTY MEMORIAL HOSPITAL",1.174761218
"552",60075,"VALLEY VIEW HOSPITAL ASSOCIATION",1.559847205
"553",60076,"STERLING REGIONAL MEDCENTER",1.291603192
"554",60096,"VAIL VALLEY MEDICAL CENTER",1.820350468
"555",60100,"""MEDICAL CENTER OF AURORA, THE""",1.707399751
"556",60103,"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL",1.569655314
"557",60104,"CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL",1.625281032
"558",60107,"NATIONAL JEWISH HEALTH",1.29262
"559",60112,"SKY RIDGE MEDICAL CENTER",2.009798366
"560",60113,"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL",1.49829454
"561",60114,"PARKER ADVENTIST HOSPITAL",1.789531652
"562",60116,"EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC",1.480473328
"563",60117,"""ANIMAS SURGICAL HOSPITAL, LLC""",1.743798608
"564",60118,"ST ANTHONY SUMMIT MEDICAL CENTER",1.675212712
"565",60119,"MEDICAL CENTER OF THE ROCKIES",2.011555389
"566",60124,"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS",2.505403577
"567",70001,"HOSPITAL OF ST RAPHAEL",1.642755991
"568",70002,"ST FRANCIS HOSPITAL & MEDICAL CENTER",1.758325076
"569",70003,"DAY KIMBALL HOSPITAL",1.144505913
"570",70004,"SHARON HOSPITAL",1.176181779
"571",70005,"WATERBURY HOSPITAL",1.556780104
"572",70006,"STAMFORD HOSPITAL",1.687308044
"573",70007,"LAWRENCE & MEMORIAL HOSPITAL",1.424347057
"574",70008,"JOHNSON MEMORIAL HOSPITAL",1.331502317
"575",70010,"BRIDGEPORT HOSPITAL",1.61235477
"576",70011,"CHARLOTTE HUNGERFORD HOSPITAL",1.374205994
"577",70012,"ROCKVILLE GENERAL HOSPITAL",1.484639583
"578",70015,"NEW MILFORD HOSPITAL",1.327210511
"579",70016,"SAINT MARYS HOSPITAL",1.51438459
"580",70017,"MIDSTATE MEDICAL CENTER",1.370189928
"581",70018,"GREENWICH HOSPITAL ASSOCIATION",1.379100025
"582",70019,"""MILFORD HOSPITAL, INC""",1.522996379
"583",70020,"MIDDLESEX HOSPITAL",1.371706307
"584",70021,"WINDHAM COMM MEM HOSP & HATCH HOSP",1.355362998
"585",70022,"YALE-NEW HAVEN HOSPITAL",1.836834095
"586",70024,"WILLIAM W BACKUS HOSPITAL",1.415379918
"587",70025,"HARTFORD HOSPITAL",1.877255568
"588",70027,"MANCHESTER MEMORIAL HOSPITAL",1.478720753
"589",70028,"ST VINCENT'S MEDICAL CENTER",1.505936394
"590",70029,"BRISTOL HOSPITAL",1.312076912
"591",70031,"GRIFFIN HOSPITAL",1.369852859
"592",70033,"DANBURY HOSPITAL",1.495627182
"593",70034,"NORWALK HOSPITAL ASSOCIATION",1.375458535
"594",70035,"""HOSPITAL OF CENTRAL CONNECTICUT, THE""",1.392747454
"595",70036,"JOHN DEMPSEY HOSPITAL",1.658406784
"596",70038,"""CONNECTICUT HOSPICE INC,THE""",1.1725
"597",70039,"MASONIC HOME AND HOSPITAL",1.037347631
"598",70040,"HEBREW HOME AND HOSPITAL INC",1.043564946
"599",80001,"CHRISTIANA HOSPITAL",1.655929915
"600",80003,"ST FRANCIS HOSPITAL",1.419165654
"601",80004,"BAYHEALTH - KENT GENERAL HOSPITAL",1.689007188
"602",80006,"NANTICOKE MEMORIAL HOSPITAL",1.410126045
"603",80007,"BEEBE MEDICAL CENTER",1.753938629
"604",80009,"BAYHEALTH - MILFORD MEMORIAL HOSPITAL",1.356884594
"605",90001,"GEORGE WASHINGTON UNIV HOSPITAL",1.660652887
"606",90003,"HOWARD UNIVERSITY HOSPITAL",1.388281527
"607",90004,"GEORGETOWN UNIVERSITY HOSPITAL",1.980243447
"608",90005,"SIBLEY MEMORIAL HOSPITAL",1.468350636
"609",90006,"PROVIDENCE HOSPITAL",1.549610545
"610",90008,"UNITED MEDICAL CENTER",1.505858188
"611",90011,"WASHINGTON HOSPITAL CENTER",1.990511011
"612",100001,"SHANDS JACKSONVILLE MEDICAL CENTER",1.687374563
"613",100002,"BETHESDA MEMORIAL HOSPITAL",1.509886348
"614",100006,"ORLANDO REGIONAL HEALTHCARE",1.817375545
"615",100007,"FLORIDA HOSPITAL",1.588627012
"616",100008,"BAPTIST HOSPITAL OF MIAMI INC",1.667121846
"617",100009,"UNIVERSITY OF MIAMI HOSPITAL",1.808293555
"618",100012,"LEE MEMORIAL HOSPITAL",1.683968819
"619",100014,"BERT FISH MEDICAL CENTER",1.568613294
"620",100017,"HALIFAX HEALTH MEDICAL CENTER",1.716387039
"621",100018,"NAPLES COMMUNITY HOSPITAL",1.561738505
"622",100019,"HOLMES REGIONAL MEDICAL CENTER",1.744735493
"623",100022,"JACKSON HEALTH SYSTEM",1.86316393
"624",100023,"CITRUS MEMORIAL HOSPITAL",1.612893686
"625",100025,"SACRED HEART HOSPITAL",1.831385207
"626",100026,"BAY MEDICAL CENTER",1.63224377
"627",100028,"PARRISH MEDICAL CENTER",1.537860463
"628",100029,"NORTH SHORE MEDICAL CENTER",1.401191513
"629",100030,"HEALTH CENTRAL",1.398079546
"630",100032,"BAYFRONT MEDICAL CENTER INC",1.788946751
"631",100034,"MOUNT SINAI MEDICAL CENTER",1.855579607
"632",100035,"MANATEE MEMORIAL HOSPITAL",1.5889496
"633",100038,"MEMORIAL REGIONAL HOSPITAL",1.659791004
"634",100039,"BROWARD GENERAL MEDICAL CENTER",2.031979351
"635",100040,"ST VINCENT'S MEDICAL CENTER",1.757017511
"636",100043,"MEASE HOSPITAL DUNEDIN",1.341136202
"637",100044,"MARTIN MEMORIAL MEDICAL CENTER",1.620309792
"638",100045,"FLORIDA HOSPITAL DELAND",1.388998829
"639",100046,"FLORIDA HOSPITAL ZEPHYRHILLS",1.534930259
"640",100047,"CHARLOTTE REGIONAL MEDICAL CENTER",1.441619163
"641",100048,"JAY HOSPITAL",0.959285693
"642",100049,"HIGHLANDS REGIONAL MEDICAL CENTER",1.362734988
"643",100050,"PALM SPRINGS GENERAL HOSPITAL",1.236960871
"644",100051,"SOUTH LAKE HOSPITAL",1.45704348
"645",100052,"WINTER HAVEN HOSPITAL",1.434505387
"646",100053,"HIALEAH HOSPITAL",1.346933881
"647",100054,"TWIN CITIES HOSPITAL",1.372084627
"648",100055,"HELEN ELLIS MEMORIAL HOSPITAL",1.558523956
"649",100057,"FLORIDA HOSPITAL WATERMAN",1.478318476
"650",100062,"MUNROE REGIONAL MEDICAL CENTER",1.766108835
"651",100063,"MORTON PLANT NORTH BAY HOSPITAL",1.314789012
"652",100067,"ST ANTHONY'S HOSPITAL",1.499335207
"653",100068,"FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER",1.751734565
"654",100069,"UNIVERSITY COMMUNITY HOSPITAL AT CARROLLWOOD",2.16689651
"655",100070,"VENICE REGIONAL MEDICAL CENTER",1.644253975
"656",100071,"BROOKSVILLE REGIONAL HOSPITAL",1.348788427
"657",100072,"FLORIDA HOSPITAL FISH MEMORIAL",1.503566162
"658",100073,"HOLY CROSS HOSPITAL INC",1.741284528
"659",100075,"ST JOSEPH'S HOSPITAL",1.572159569
"660",100076,"METROPOLITAN HOSPITAL OF MIAMI",1.284055364
"661",100077,"PEACE RIVER REGIONAL MEDICAL CENTER",1.652573282
"662",100080,"JFK MEDICAL CENTER",1.593272943
"663",100081,"HEALTHMARK REGIONAL MEDICAL CENTER",1.030851867
"664",100084,"LEESBURG REGIONAL MEDICAL CENTER",1.712247143
"665",100086,"NORTH BROWARD MEDICAL CENTER",1.658779293
"666",100087,"SARASOTA MEMORIAL HOSPITAL",1.783347666
"667",100088,"BAPTIST MEDICAL CENTER",1.677102964
"668",100090,"FLAGLER HOSPITAL",1.562179721
"669",100092,"WUESTHOFF MEDICAL CENTER  ROCKLEDGE",1.44541233
"670",100093,"BAPTIST HOSPITAL",1.827689802
"671",100099,"LAKE WALES MEDICAL CENTER",1.204443405
"672",100102,"SHANDS LAKE SHORE REGIONAL MEDICAL CENTER",1.076646317
"673",100105,"INDIAN RIVER MEDICAL CENTER",1.679044506
"674",100106,"DOCTOR'S MEMORIAL HOSPITAL",1.222869148
"675",100107,"LEHIGH REGIONAL MEDICAL CENTER",1.309830617
"676",100109,"FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER",1.459200566
"677",100110,"OSCEOLA REGIONAL MEDICAL CENTER",1.542014688
"678",100113,"SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA",2.125418203
"679",100117,"BAPTIST MEDICAL CENTER  BEACHES",1.337745181
"680",100118,"FLORIDA HOSPITAL  FLAGLER",1.481371903
"681",100121,"BARTOW REGIONAL MEDICAL CENTER",1.410952453
"682",100122,"NORTH OKALOOSA MEDICAL CENTER",1.242872124
"683",100124,"SANTA ROSA MEDICAL CENTER",1.225672444
"684",100125,"HOMESTEAD HOSPITAL",1.348344476
"685",100126,"PALMS OF PASADENA HOSPITAL",1.513541309
"686",100127,"MORTON PLANT HOSPITAL",1.77105243
"687",100128,"TAMPA GENERAL HOSPITAL",2.204183803
"688",100130,"LAKESIDE MEDICAL CENTER",1.419676129
"689",100131,"AVENTURA HOSPITAL AND MEDICAL CENTER",1.458907028
"690",100132,"SOUTH FLORIDA BAPTIST HOSPITAL",1.400095603
"691",100134,"ED FRASER MEMORIAL HOSPITAL",0.9272875
"692",100135,"TALLAHASSEE MEMORIAL HEALTHCARE",1.706545147
"693",100137,"HEART OF FLORIDA REGIONAL MEDICAL CENTER",1.430841385
"694",100139,"TRI COUNTY HOSPITAL - WILLISTON",0.768438084
"695",100140,"BAPTIST MEDICAL CENTER  NASSAU",1.172624902
"696",100142,"JACKSON HOSPITAL",1.215760376
"697",100150,"LOWER KEYS MEDICAL CENTER",1.20854535
"698",100151,"MAYO CLINIC",2.071713946
"699",100154,"""SOUTH MIAMI HOSPITAL, INC""",1.66010231
"700",100156,"LAKE CITY MEDICAL CENTER",1.136239902
"701",100157,"LAKELAND REGIONAL MEDICAL CENTER",1.523516805
"702",100161,"CENTRAL FLORIDA REGIONAL HOSPITAL",1.582580126
"703",100166,"DOCTORS HOSPITAL OF SARASOTA",1.688958847
"704",100167,"PLANTATION GENERAL HOSPITAL",1.46431571
"705",100168,"BOCA RATON REGIONAL HOSPITAL",1.649432756
"706",100173,"UNIVERSITY COMMUNITY HOSPITAL",1.67910385
"707",100175,"DESOTO MEMORIAL HOSPITAL",1.134736109
"708",100176,"PALM BEACH GARDENS MEDICAL CENTER",1.675100789
"709",100177,"CAPE CANAVERAL HOSPITAL",1.439588388
"710",100179,"MEMORIAL HOSPITAL JACKSONVILLE",1.639226668
"711",100180,"ST PETERSBURG GENERAL HOSPITAL",1.451443347
"712",100181,"LARKIN COMMUNITY HOSPITAL",1.281281715
"713",100183,"CORAL GABLES HOSPITAL",1.204296583
"714",100187,"PALMETTO GENERAL HOSPITAL",1.349250018
"715",100189,"NORTHWEST MEDICAL CENTER",1.472431236
"716",100191,"COMMUNITY HOSPITAL",1.398946392
"717",100200,"IMPERIAL POINT MEDICAL CENTER",1.489347445
"718",100204,"NORTH FLORIDA REGIONAL MEDICAL CENTER",1.586950851
"719",100206,"MEMORIAL HOSPITAL OF TAMPA",1.298848578
"720",100209,"KENDALL REGIONAL MEDICAL CENTER",1.587114688
"721",100211,"PASCO REGIONAL MEDICAL CENTER",1.33249129
"722",100212,"OCALA REGIONAL MEDICAL CENTER",1.581554638
"723",100213,"BLAKE MEDICAL CENTER",1.550880054
"724",100217,"SEBASTIAN RIVER MEDICAL CENTER",1.329613423
"725",100220,"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM",1.596757067
"726",100223,"FORT WALTON BEACH MEDICAL CENTER",1.598299716
"727",100224,"UNIVERSITY HOSPITAL & MEDICAL CENTER",1.276625505
"728",100226,"ORANGE PARK MEDICAL CENTER INC",1.45734023
"729",100228,"WESTSIDE REGIONAL MEDICAL CENTER",1.494458751
"730",100230,"MEMORIAL HOSPITAL PEMBROKE",1.385251644
"731",100231,"WEST FLORIDA HOSPITAL",1.598708506
"732",100232,"PUTNAM COMMUNITY MEDICAL CENTER",1.300014364
"733",100234,"COLUMBIA HOSPITAL",1.41820781
"734",100236,"FAWCETT MEMORIAL HOSPITAL",1.563967114
"735",100238,"NORTHSIDE HOSPITAL",1.621481682
"736",100239,"EDWARD WHITE HOSPITAL",1.645619313
"737",100240,"ANNE BATES LEACH EYE HOSPITAL",1.51278064
"738",100242,"GULF COAST MEDICAL CENTER",1.601216346
"739",100243,"BRANDON REGIONAL HOSPITAL",1.577226041
"740",100244,"CAPE CORAL HOSPITAL",1.468652914
"741",100246,"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE",1.61231546
"742",100248,"LARGO MEDICAL CENTER",1.532153612
"743",100249,"SEVEN RIVERS REGIONAL MEDICAL CENTER",1.44395577
"744",100252,"RAULERSON HOSPITAL",1.264057165
"745",100253,"JUPITER MEDICAL CENTER",1.547144664
"746",100254,"CAPITAL REGIONAL MEDICAL CENTER",1.417543278
"747",100255,"TOWN & COUNTRY HOSPITAL",1.276799568
"748",100256,"REGIONAL MEDICAL CENTER BAYONET POINT",1.519943903
"749",100258,"DELRAY MEDICAL CENTER",1.537796289
"750",100259,"SOUTH BAY HOSPITAL",1.310122568
"751",100260,"ST. LUCIE MEDICAL CENTER",1.456478426
"752",100264,"OAK HILL HOSPITAL",1.511209166
"753",100265,"MEASE COUNTRYSIDE HOSPITAL",1.468250461
"754",100266,"GULF BREEZE HOSPITAL",1.449497686
"755",100267,"ENGLEWOOD COMMUNITY HOSPITAL",1.24730172
"756",100268,"WEST BOCA MEDICAL CENTER",1.23280992
"757",100269,"PALMS WEST HOSPITAL",1.397434867
"758",100275,"WELLINGTON REGIONAL MEDICAL CENTER",1.355321604
"759",100276,"CORAL SPRINGS MEDICAL CENTER",1.414269084
"760",100277,"DOUGLAS GARDENS HOSPITAL",0.942062963
"761",100281,"MEMORIAL HOSPITAL WEST",1.479996379
"762",100284,"WESTCHESTER GENERAL HOSPITAL",1.14863608
"763",100285,"MEMORIAL HOSPITAL MIRAMAR",1.242401471
"764",100286,"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE",1.663788417
"765",100287,"GOOD SAMARITAN MEDICAL CENTER",1.427031464
"766",100288,"ST MARY'S MEDICAL CENTER",1.777433583
"767",100289,"CLEVELAND CLINIC HOSPITAL",1.769795852
"768",100290,"VILLAGES REGIONAL HOSPITAL THE",1.400728592
"769",100291,"WUESTHOFF MEDICAL CENTER - MELBOURNE",1.510445424
"770",100292,"SACRED HEART HOSPITAL ON THE EMERALD COAST",1.671851781
"771",100296,"DOCTORS HOSPITAL INC",1.331221277
"772",100299,"LAKEWOOD RANCH MEDICAL CENTER",1.348068072
"773",100302,"ST CLOUD REGIONAL MEDICAL CENTER",1.275822518
"774",100307,"ST LUKE'S HOSPITAL",1.666132883
"775",100313,"SACRED HEART HOSPITAL ON THE GULF",0.95077882
"776",100314,NA,1.292664614
"777",100315,NA,1.33732419
"778",100316,NA,1.373842325
"779",100317,NA,2.420971167
"780",110001,"HAMILTON MEDICAL CENTER",1.59536511
"781",110002,"UPSON REGIONAL MEDICAL CENTER",1.346313151
"782",110003,"SATILLA REGIONAL MEDICAL CENTER",1.355363826
"783",110004,"HUTCHESON MEDICAL CENTER",1.352851378
"784",110005,"NORTHSIDE HOSPITAL FORSYTH",1.583432096
"785",110006,"ST MARY'S HOSPITAL",1.67099067
"786",110007,"PHOEBE PUTNEY MEMORIAL HOSPITAL",1.682981233
"787",110008,"NORTHSIDE HOSPITAL CHEROKEE",1.623835309
"788",110010,"EMORY UNIVERSITY HOSPITAL",2.445275778
"789",110011,"TANNER MEDICAL CENTER - CARROLLTON",1.634683956
"790",110015,"TANNER MEDICAL CENTER VILLA RICA",1.332321845
"791",110016,"WEST GEORGIA MEDICAL CENTER",1.399098843
"792",110018,"NEWTON MEDICAL CENTER",1.331262972
"793",110023,"GORDON HOSPITAL",1.414549525
"794",110024,"CANDLER HOSPITAL",1.551270035
"795",110025,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",1.458025122
"796",110026,"ELBERT MEMORIAL HOSPITAL",1.141809533
"797",110027,"COBB MEMORIAL HOSPITAL",1.217511236
"798",110028,"UNIVERSITY HOSPITAL",1.796275032
"799",110029,"""NORTHEAST GEORGIA MEDICAL CENTER, INC""",1.892527174
"800",110030,"CARTERSVILLE MEDICAL CENTER",1.496538569
"801",110031,"SPALDING REGIONAL MEDICAL CENTER",1.278238938
"802",110032,"STEPHENS COUNTY HOSPITAL",1.180720484
"803",110034,"MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS",1.938115885
"804",110035,"WELLSTAR KENNESTONE HOSPITAL",1.77541631
